Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
23253647,5/18/12 15:51,6/4/12 16:53,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11432,152-02 85 AVENUE,85 AVENUE,152 STREET,PARSONS BOULEVARD,,,ADDRESS,JAMAICA,,N/A,Closed,6/17/12 15:51,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,6/4/12 16:53,08 QUEENS,4097350001,QUEENS,1037673,198734,PHONE,Unspecified,QUEENS,,,,,,,,40.71199438,-73.80729769,"(40.711994382583164, -73.80729768913417)"
23255308,5/18/12 16:45,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11237,1348 HANCOCK STREET,HANCOCK STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,6/17/12 16:45,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",5/18/12 17:05,04 BROOKLYN,3033990022,BROOKLYN,1009527,192348,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6945915,-73.90884709,"(40.69459150180224, -73.90884709094074)"
23268572,5/21/12 14:40,6/28/12 12:15,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11236,617 EAST 108 STREET,EAST 108 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,6/20/12 14:40,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,6/28/12 12:15,18 BROOKLYN,3081580001,BROOKLYN,1013212,176719,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65168214,-73.89562556,"(40.651682144934036, -73.89562555794753)"
23283790,5/23/12 13:14,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10460,1479 BEACH AVENUE,BEACH AVENUE,MERRILL STREET,ARCHER STREET,,,ADDRESS,BRONX,,N/A,Assigned,6/22/12 13:14,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",5/24/12 16:54,09 BRONX,2039160030,BRONX,1020985,244369,PHONE,Unspecified,BRONX,,,,,,,,40.83733534,-73.86724345,"(40.83733534476214, -73.86724345379831)"
23287438,5/23/12 13:44,6/27/12 12:40,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11356,11-18 125 STREET,125 STREET,11 AVENUE,13 AVENUE,,,ADDRESS,COLLEGE POINT,,N/A,Closed,6/22/12 13:44,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,6/27/12 12:40,07 QUEENS,4039990027,QUEENS,1027753,226315,PHONE,Unspecified,QUEENS,,,,,,,,40.78775148,-73.84290165,"(40.78775147921449, -73.84290165187502)"
23310474,5/28/12 14:17,5/29/12 13:04,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Store,11377,49-10 25 AVENUE,25 AVENUE,49 STREET,50 STREET,,,ADDRESS,WOODSIDE,,N/A,Closed,6/27/12 14:17,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,5/29/12 13:04,01 QUEENS,4007450042,QUEENS,1010747,217821,PHONE,Unspecified,QUEENS,,,,,,,,40.76450505,-73.90434727,"(40.764505045592564, -73.90434727186614)"
23322809,5/30/12 10:29,6/29/12 16:28,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10305,220 CHESTNUT AVENUE,CHESTNUT AVENUE,TOMPKINS AVENUE,WHITE PLAINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,6/29/12 10:29,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",6/29/12 16:28,01 STATEN ISLAND,5029660007,STATEN ISLAND,963342,163288,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61483959,-74.07530751,"(40.614839589936224, -74.07530751167313)"
23326608,5/30/12 23:43,6/28/12 12:11,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11221,72 BLEECKER STREET,BLEECKER STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,6/29/12 23:43,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,6/28/12 12:11,04 BROOKLYN,3033050022,BROOKLYN,1005922,192302,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6944748,-73.92184744,"(40.6944748048028, -73.92184743865687)"
23328457,5/30/12 16:59,5/31/12 9:17,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11229,54 IRA COURT,IRA COURT,DEVON AVENUE,DEAD END,,,ADDRESS,BROOKLYN,,N/A,Closed,6/29/12 16:59,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,5/31/12 9:17,15 BROOKLYN,3088960063,BROOKLYN,1003684,154948,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59195135,-73.93002561,"(40.59195135053364, -73.93002561122012)"
23336827,5/31/12 5:32,6/27/12 13:20,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11225,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,6/30/12 5:32,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,6/27/12 12:36,09 BROOKLYN,3013250068,BROOKLYN,999891,181229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66409465,-73.94362184,"(40.664094649038745, -73.94362184380982)"
23343039,6/1/12 16:07,6/4/12 9:23,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,117 WOODCUTTERS LANE,WOODCUTTERS LANE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,7/1/12 16:07,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/4/12 9:23,03 STATEN ISLAND,5046450240,STATEN ISLAND,945157,142330,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55725255,-74.14068586,"(40.55725255362604, -74.14068585809031)"
23369808,6/6/12 17:48,6/28/12 15:59,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10305,351 ATLANTIC AVENUE,ATLANTIC AVENUE,HYLAN BOULEVARD,LACONIA AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,7/6/12 17:48,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,6/28/12 15:59,02 STATEN ISLAND,5033680013,STATEN ISLAND,959766,154173,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58981162,-74.08815468,"(40.58981162051121, -74.08815468486428)"
23370654,6/6/12 9:24,6/6/12 11:48,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11225,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,7/6/12 9:24,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/6/12 11:48,09 BROOKLYN,3013250068,BROOKLYN,999891,181229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66409465,-73.94362184,"(40.664094649038745, -73.94362184380982)"
23379035,6/7/12 9:26,6/8/12 8:38,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11225,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,7/7/12 9:26,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/8/12 8:38,09 BROOKLYN,3013250068,BROOKLYN,999891,181229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66409465,-73.94362184,"(40.664094649038745, -73.94362184380982)"
23381494,6/8/12 16:35,6/12/12 9:27,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10303,46 HEUSDEN STREET,HEUSDEN STREET,VAN NAME AVENUE,LINDEN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,7/8/12 16:35,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/12/12 9:27,01 STATEN ISLAND,5011920045,STATEN ISLAND,941556,170205,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63374709,-74.15382108,"(40.6337470851097, -74.15382107791379)"
23381625,6/8/12 20:57,7/6/12 16:19,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10472,1114 WHITEPLAINS ROAD,WHITEPLAINS ROAD,WATSON AVENUE,GLEASON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,7/8/12 20:57,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,7/6/12 16:19,09 BRONX,2037590009,BRONX,1022745,241314,PHONE,Unspecified,BRONX,,,,,,,,40.82894276,-73.86090054,"(40.828942763564, -73.86090053522686)"
23394229,6/10/12 19:59,6/12/12 11:50,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11369,25-21 87 STREET,87 STREET,25 AVENUE,30 AVENUE,,,ADDRESS,EAST ELMHURST,,N/A,Closed,7/10/12 19:59,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,6/12/12 11:50,03 QUEENS,4013610062,QUEENS,1016952,217241,ONLINE,Unspecified,QUEENS,,,,,,,,40.76289232,-73.88195041,"(40.762892321710666, -73.8819504057128)"
23395499,6/11/12 12:28,7/10/12 12:47,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11419,95-67 112 STREET,112 STREET,95 AVENUE,101 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Closed,7/11/12 12:28,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,7/10/12 12:47,09 QUEENS,4094140061,QUEENS,1030591,190862,PHONE,Unspecified,QUEENS,,,,,,,,40.69042755,-73.8328973,"(40.69042755245501, -73.8328972993086)"
23398786,6/11/12 13:17,6/12/12 14:03,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11370,19-68 81 STREET,81 STREET,19 AVENUE,21 AVENUE,,,ADDRESS,EAST ELMHURST,,N/A,Closed,7/11/12 13:17,The Office of Veterinary Public Health Services has contacted the customer and provided status of the Service Request.  No further investigation is needed.,6/12/12 14:03,01 QUEENS,4009490044,QUEENS,1014895,220788,ONLINE,Unspecified,QUEENS,,,,,,,,40.77263528,-73.8893597,"(40.77263527806067, -73.88935970420212)"
23409170,6/12/12 12:23,6/12/12 13:06,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,117 WOODCUTTERS LANE,WOODCUTTERS LANE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,7/12/12 12:23,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/12/12 13:06,03 STATEN ISLAND,5046450240,STATEN ISLAND,945157,142330,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55725255,-74.14068586,"(40.55725255362604, -74.14068585809031)"
23418872,6/14/12 13:25,7/5/12 16:36,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11370,32-49 78 STREET,78 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,EAST ELMHURST,,N/A,Closed,7/14/12 13:25,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,7/5/12 16:36,03 QUEENS,4011740054,QUEENS,1014937,214748,PHONE,Unspecified,QUEENS,,,,,,,,40.7560569,-73.88923564,"(40.75605690432844, -73.88923564214757)"
23420500,6/14/12 14:05,6/15/12 16:39,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,11229,AVENUE U,AVENUE U,EAST 17 STREET,EAST 18 STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,7/14/12 14:05,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/15/12 16:39,15 BROOKLYN,,BROOKLYN,997015,157544,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59908896,-73.95403321,"(40.599088960154134, -73.9540332147901)"
23430042,6/15/12 17:44,6/18/12 8:49,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,117 WOODCUTTERS LANE,WOODCUTTERS LANE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,7/15/12 17:44,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/18/12 8:49,03 STATEN ISLAND,5046450240,STATEN ISLAND,945157,142330,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55725255,-74.14068586,"(40.55725255362604, -74.14068585809031)"
23436356,6/16/12 6:27,6/18/12 8:58,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11225,560 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,7/16/12 6:27,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/18/12 8:58,09 BROOKLYN,3013250068,BROOKLYN,999891,181229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66409465,-73.94362184,"(40.664094649038745, -73.94362184380982)"
23464465,6/21/12 2:40,7/6/12 16:00,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10036,37 WEST 46 STREET,WEST 46 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,7/21/12 2:40,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,7/6/12 16:00,05 MANHATTAN,1012620020,MANHATTAN,989698,214924,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75659155,-73.98033536,"(40.75659155307475, -73.98033535668613)"
23482139,6/23/12 7:51,8/7/12 14:40,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11205,14 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WASHINGTON PARK,CARLTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,7/23/12 7:51,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,8/7/12 14:40,02 BROOKLYN,3020890036,BROOKLYN,991757,191276,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69168202,-73.97292974,"(40.69168202380285, -73.9729297418105)"
23486586,6/24/12 11:29,7/30/12 11:31,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10013,158 MOTT STREET,MOTT STREET,GRAND STREET,BROOME STREET,,,ADDRESS,NEW YORK,,N/A,Closed,7/24/12 11:29,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",7/30/12 11:31,02 MANHATTAN,1004700004,MANHATTAN,985284,201426,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7195445,-73.99626984,"(40.719544504923505, -73.9962698350715)"
23490817,6/25/12 22:23,6/26/12 10:15,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11419,95-67 112 STREET,112 STREET,95 AVENUE,101 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Closed,7/25/12 22:23,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/26/12 10:15,09 QUEENS,4094140061,QUEENS,1030591,190862,PHONE,Unspecified,QUEENS,,,,,,,,40.69042755,-73.8328973,"(40.69042755245501, -73.8328972993086)"
23493953,6/25/12 16:34,6/26/12 10:08,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11208,631 CLEVELAND STREET,CLEVELAND STREET,BLAKE AVENUE,DUMONT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,7/25/12 16:34,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,6/26/12 10:08,05 BROOKLYN,3040650016,BROOKLYN,1016707,183006,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66892644,-73.88299989,"(40.668926439143, -73.88299988544664)"
23504008,6/27/12 9:55,8/7/12 12:51,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10032,715 WEST 170 STREET,WEST 170 STREET,FT WASHINGTON AVENUE,HAVEN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,7/27/12 9:55,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",8/7/12 12:51,12 MANHATTAN,1021390161,MANHATTAN,1000327,246614,PHONE,Unspecified,MANHATTAN,,,,,,,,40.84355898,-73.94189394,"(40.843558983618685, -73.94189394275368)"
23510926,6/28/12 11:34,6/28/12 15:01,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11412,194-46 111 ROAD,111 ROAD,194 STREET,196 STREET,,,ADDRESS,SAINT ALBANS,,N/A,Closed,7/28/12 11:34,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,6/28/12 15:01,12 QUEENS,,QUEENS,1050351,195112,ONLINE,Unspecified,QUEENS,,,,,,,,40.70196725,-73.76160259,"(40.701967250305394, -73.76160258661147)"
23511685,6/28/12 14:51,7/16/12 10:34,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11412,194-48 111 ROAD,111 ROAD,194 STREET,196 STREET,,,ADDRESS,SAINT ALBANS,,N/A,Closed,7/28/12 14:51,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,7/16/12 10:34,12 QUEENS,4109530052,QUEENS,1050352,195112,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.70196724,-73.76159898,"(40.701967242835444, -73.7615989800664)"
23523420,6/29/12 18:10,7/2/12 10:02,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,11209,,,,,86 STREET,4 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,7/29/12 18:10,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,7/2/12 10:02,10 BROOKLYN,,BROOKLYN,976380,166180,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6227987,-74.02834995,"(40.62279870166779, -74.02834994870355)"
23528332,6/30/12 23:57,8/6/12 12:49,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Monkey,Store,11229,2415 AVENUE U,AVENUE U,EAST 24 STREET,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,7/30/12 23:57,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,8/6/12 12:49,15 BROOKLYN,3073290049,BROOKLYN,998869,157818,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59983817,-73.94735637,"(40.59983817022997, -73.94735636639501)"
23535677,7/2/12 15:43,8/1/12 11:00,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11216,875 ST JOHNS PLACE,ST JOHNS PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,8/1/12 15:43,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,8/1/12 11:00,08 BROOKLYN,3012480056,BROOKLYN,998352,183956,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67158224,-73.94916348,"(40.6715822402346, -73.9491634803992)"
23548351,7/3/12 9:10,7/5/12 8:19,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11412,,,,,198 STREET,110 AVENUE,INTERSECTION,SAINT ALBANS,,N/A,Closed,8/2/12 9:10,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,7/5/12 8:19,12 QUEENS,,QUEENS,1051081,196246,ONLINE,Unspecified,QUEENS,,,,,,,,40.70507432,-73.75895855,"(40.70507431897589, -73.75895855492334)"
23552094,7/4/12 12:17,7/30/12 12:18,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11413,222-07 137 AVENUE,137 AVENUE,223 STREET,223 STREET,,,ADDRESS,SPRINGFIELD GARDENS,,N/A,Closed,8/3/12 12:17,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,7/30/12 12:18,13 QUEENS,4131170003,QUEENS,1053912,185118,PHONE,Unspecified,QUEENS,,,,,,,,40.67450881,-73.74886302,"(40.674508810911476, -73.74886302084855)"
23560809,7/5/12 13:53,7/6/12 9:18,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Rooster,Store,11214,8165 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,BAY 16 STREET,84 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,8/4/12 13:53,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,7/6/12 9:18,11 BROOKLYN,3063140087,BROOKLYN,983804,161507,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60997577,-74.00160631,"(40.60997576899737, -74.0016063085427)"
23571574,7/7/12 21:57,7/30/12 11:42,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10469,2739 FENTON AVENUE,FENTON AVENUE,ALLERTON AVENUE,ARNOW AVENUE,,,ADDRESS,BRONX,,N/A,Closed,8/6/12 21:57,The Office of Veterinary Public Health Services has investigated the Service Request and determined that it is not within its jurisdiction. The Service Request has been referred to another agency or organization.,7/30/12 11:42,11 BRONX,2045320056,BRONX,1027300,254774,PHONE,Unspecified,BRONX,,,,,,,,40.86586541,-73.84435492,"(40.86586541157954, -73.84435491863132)"
23575813,7/8/12 12:55,7/30/12 14:44,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11234,1638 EAST 45 STREET,EAST 45 STREET,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,N/A,Closed,8/7/12 12:55,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,7/30/12 14:44,18 BROOKLYN,3078690050,BROOKLYN,1003157,165317,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62041327,-73.93189411,"(40.62041326806766, -73.93189410815828)"
23576797,7/8/12 8:58,7/30/12 11:39,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11355,59-07 136 STREET,136 STREET,59 AVENUE,60 AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,8/7/12 8:58,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,7/30/12 11:39,07 QUEENS,4063790001,QUEENS,1031483,210423,ONLINE,Unspecified,QUEENS,,,,,,,,40.74411299,-73.82954356,"(40.74411298625301, -73.82954355594818)"
23577291,7/8/12 18:01,7/9/12 9:43,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11419,95-67 112 STREET,112 STREET,95 AVENUE,101 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Closed,8/7/12 18:01,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,7/9/12 9:43,09 QUEENS,4094140061,QUEENS,1030591,190862,PHONE,Unspecified,QUEENS,,,,,,,,40.69042755,-73.8328973,"(40.69042755245501, -73.8328972993086)"
23584875,7/9/12 14:59,8/7/12 14:55,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10305,220 CHESTNUT AVENUE,CHESTNUT AVENUE,TOMPKINS AVENUE,WHITE PLAINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,8/8/12 14:59,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,8/7/12 14:55,01 STATEN ISLAND,5029660007,STATEN ISLAND,963342,163288,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61483959,-74.07530751,"(40.614839589936224, -74.07530751167313)"
23584876,7/9/12 8:28,7/9/12 9:52,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11205,14 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WASHINGTON PARK,CARLTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,8/8/12 8:28,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,7/9/12 9:52,02 BROOKLYN,3020890036,BROOKLYN,991757,191276,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69168202,-73.97292974,"(40.69168202380285, -73.9729297418105)"
23585882,7/10/12 16:16,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,117 WOODCUTTERS LANE,WOODCUTTERS LANE,,,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,8/9/12 16:16,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",7/10/12 16:33,03 STATEN ISLAND,5046450240,STATEN ISLAND,945157,142330,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55725255,-74.14068586,"(40.55725255362604, -74.14068585809031)"
23587752,7/10/12 22:47,8/9/12 16:48,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10027,560 RIVERSIDE DRIVE,RIVERSIDE DRIVE,TIEMANN PLACE,12 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,8/9/12 22:47,The Department of Health and Mental Hygiene has investigated the Service Request and issued a Notice of Violation.  No further action will be taken.,8/9/12 16:48,09 MANHATTAN,1019950063,MANHATTAN,995111,236933,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81699537,-73.96076146,"(40.8169953723491, -73.96076146300715)"
23589693,7/10/12 11:53,8/7/12 15:13,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11358,29-12 166 STREET,166 STREET,29 AVENUE,32 AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,8/9/12 11:53,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,8/7/12 14:31,07 QUEENS,4049100011,QUEENS,1039969,220064,PHONE,Unspecified,QUEENS,,,,,,,,40.77052561,-73.79883912,"(40.77052560520628, -73.7988391212054)"
